,ProductCode##OTHER##,A##LENGTH##MILLIMETERS,A2##LENGTH##MILLIMETERS,A3##LENGTH##MILLIMETERS,AB##LENGTH##MILLIMETERS,AC##LENGTH##MILLIMETERS,AD##LENGTH##MILLIMETERS,AG##LENGTH##MILLIMETERS,Apparent Load##ELECTRICAL_APPARENT_POWER##VOLT_AMPERES,A-Type Code##LENGTH##MILLIMETERS,B1##LENGTH##MILLIMETERS,B2##LENGTH##MILLIMETERS,BB##LENGTH##MILLIMETERS,C##LENGTH##MILLIMETERS,Category##OTHER##,Clearance area##OTHER##,Dis_D1##LENGTH##MILLIMETERS,Dis_D3##LENGTH##MILLIMETERS,Efficiency Rating##OTHER##,Electric motor output##OTHER##,Enclosure Rating##OTHER##,Flow##PIPING_FLOW##CUBIC_METERS_PER_HOUR,FluidTempMax##PIPING_TEMPERATURE##CELSIUS,FluidTempMin##PIPING_TEMPERATURE##CELSIUS,FluidType##OTHER##,Full Load Amperes##ELECTRICAL_CURRENT##AMPERES,G1##LENGTH##MILLIMETERS,G2##LENGTH##MILLIMETERS,G3##LENGTH##MILLIMETERS,Grey##OTHER##,Gross Weight##FORCE##KILONEWTONS,H for motor##LENGTH##MILLIMETERS,H##LENGTH##MILLIMETERS,H2##LENGTH##MILLIMETERS,H3##LENGTH##MILLIMETERS,H4##LENGTH##MILLIMETERS,HA##LENGTH##MILLIMETERS,Has clearance area##OTHER##,Head##PIPING_PRESSURE##BARS,L##LENGTH##MILLIMETERS,L1##LENGTH##MILLIMETERS,L2##LENGTH##MILLIMETERS,L3##LENGTH##MILLIMETERS,L4##LENGTH##MILLIMETERS,LB##LENGTH##MILLIMETERS,Light blcak##OTHER##,Light red##OTHER##,LL##LENGTH##MILLIMETERS,Load Classification##OTHER##,M1##LENGTH##MILLIMETERS,Maximum ambient temperature at maximum temperature of pumped medium##OTHER##,Maximum Motor Power Rating##ELECTRICAL_APPARENT_POWER##KILOWATTS,Maximum Operating Temperature##PIPING_TEMPERATURE##CELSIUS,Maximum shaft output##OTHER##,Maximum Speed##OTHER##,Maximum Starting Current##ELECTRICAL_CURRENT##AMPERES,MCA##ELECTRICAL_CURRENT##AMPERES,Minimum operating temperature##PIPING_TEMPERATURE##CELSIUS,Minimum Speed##OTHER##,MOCP##ELECTRICAL_CURRENT##AMPERES,Motor Type##OTHER##,MotorVoltageActual##ELECTRICAL_POTENTIAL##VOLTS,N1##LENGTH##MILLIMETERS,Net Weight##FORCE##KILONEWTONS,O&M Manual##OTHER##,PowerFactor##OTHER##,PumpFlowActual##PIPING_FLOW##CUBIC_METERS_PER_HOUR,PumpFlowCALC##PIPING_FLOW##CUBIC_METERS_PER_HOUR,Rated Load Amperes##ELECTRICAL_CURRENT##AMPERES,Shipping Weight##FORCE##KILONEWTONS,Show Annotative Symbol##OTHER##,Size##OTHER##,Suc_D1##LENGTH##MILLIMETERS,Suc_D3##LENGTH##MILLIMETERS,SupplyFrequency##ELECTRICAL_FREQUENCY##HERTZ,SupplyPhase##OTHER##,SupplyVoltage##ELECTRICAL_POTENTIAL##VOLTS,Switching frequency##OTHER##,T1##LENGTH##MILLIMETERS,T2##LENGTH##MILLIMETERS,V1##LENGTH##MILLIMETERS,V3##LENGTH##MILLIMETERS,V4##LENGTH##MILLIMETERS,Wattage##ELECTRICAL_APPARENT_POWER##VOLT_AMPERES,X##LENGTH##MILLIMETERS
NK 80-280/273-265_93060668,93060668,125,90,0,270,275,210,125,0,3,364,415,225,89,0,Clearance Areas,80,200,3,4,F,72.67,140,0,0,9.18,183,207,0,Grey,2.58056,132,96,315,296,509,18,1,1.3426,1109,955,162,631,0,430,light black,light red,115,0,160,40,4,40,0,1150,9.18,0,-15,0,0,0,380,400,2.21382,http://product-selection.grundfos.com/product-detail.html?productnumber=93060668&custid=GMA,0.74,72.67,72.67,9.18,2.58056,1,748,100,220,60,3,380,60,20,15,0,0,0,4000,140
NK 80-280/235-227_93060670,93060670,125,90,0,270,275,210,125,0,3,364,415,190,89,0,Clearance Areas,80,200,3,3,F,61.73,140,0,0,6.88,183,207,0,Grey,2.44756,132,96,315,296,509,18,1,1.0486,1069,920,162,596,0,390,light black,light red,115,0,160,40,3,40,0,1150,6.88,0,-15,0,0,0,220,400,2.10082,http://product-selection.grundfos.com/product-detail.html?productnumber=93060670&custid=GMA,0.74,61.73,61.73,6.88,2.44756,1,688,100,220,60,3,220,60,20,15,0,0,0,3000,140
NK 80-280/216-208_93060671,93060671,125,90,0,230,240,190,125,0,3,364,415,180,70,0,Clearance Areas,80,200,3,2.2,F,54.48,140,0,0,5.05,183,207,0,Grey,2.26426,112,96,315,296,484,15,1,0.8526,994,875,162,551,0,335,light black,light red,115,0,160,40,2.2,40,0,1125,5.05,0,-15,0,0,0,220,400,1.91752,http://product-selection.grundfos.com/product-detail.html?productnumber=93060671&custid=GMA,0.74,54.48,54.48,5.05,2.26426,1,688,100,220,60,3,220,60,20,15,0,0,0,2200,140
NK 80-350/328_93060672,93060672,125,90,0,395,420,305,220,0,3,501,546,370,133,0,Clearance Areas,80,200,3,30,F,159.07,140,0,0,56.3,212,243,0,Grey,5.00168,200,136,315,386,691,25,1,4.8902,1379,1170,164,842,0,670,light black,light red,200,0,160,40,30,40,0,1770,56.3,0,-15,0,0,0,380,400,4.44494,http://product-selection.grundfos.com/product-detail.html?productnumber=93060672&custid=GMA,0.86,159.07,159.07,56.3,5.00168,1,1153,100,220,60,3,380,60,20,15,0,0,0,30000,140
NK 80-350/284_93060673,93060673,125,90,0,349,380,280,170,0,3,457,502,359,121,0,Clearance Areas,80,200,3,22,F,134.71,140,0,0,41.5,212,243,0,Grey,4.52394,180,136,315,386,666,22,1,3.7632,1344,1140,164,812,0,635,light black,light red,160,0,160,40,22,40,0,1760,41.5,0,-15,0,0,0,380,400,3.9772,http://product-selection.grundfos.com/product-detail.html?productnumber=93060673&custid=GMA,0.86,134.71,134.71,41.5,4.52394,1,1125,100,220,60,3,380,60,20,15,0,0,0,22000,140
NK 80-350/268_93060674,93060674,125,90,0,349,380,280,170,0,3,457,502,321,121,0,Clearance Areas,80,200,3,18.5,F,123.76,140,0,0,34.9,212,243,0,Grey,4.22494,180,136,315,386,666,22,1,3.3712,1309,1105,164,777,0,600,light black,light red,160,0,160,40,18.5,40,0,1760,34.9,0,-15,0,0,0,380,400,3.7582,http://product-selection.grundfos.com/product-detail.html?productnumber=93060674&custid=GMA,0.86,123.76,123.76,34.9,4.22494,1,951,100,220,60,3,380,60,20,15,0,0,0,18500,140
NK 80-350/250_93060675,93060675,125,90,0,320,330,260,170,0,3,364,415,305,108,0,Clearance Areas,80,200,3,15,F,112.32,140,0,0,28.5,212,243,0,Grey,3.65027,160,96,315,346,606,20,1,2.891,1264,1085,162,761,0,555,light black,light red,160,0,160,40,15,40,0,1745,28.5,0,-15,0,0,0,380,400,3.19555,http://product-selection.grundfos.com/product-detail.html?productnumber=93060675&custid=GMA,0.86,112.32,112.32,28.5,3.65027,1,935,100,220,60,3,380,60,20,15,0,0,0,15000,140
NK 80-350/228_93060676,93060676,125,90,0,320,330,260,170,0,3,364,415,265,108,0,Clearance Areas,80,200,3,11,F,97.62,140,0,0,21.3,212,243,0,Grey,3.4823,160,96,315,346,606,20,1,2.3912,1219,1045,162,721,0,510,light black,light red,160,0,160,40,11,40,0,1745,21.3,0,-15,0,0,0,380,400,3.02758,http://product-selection.grundfos.com/product-detail.html?productnumber=93060676&custid=GMA,0.85,97.62,97.62,21.3,3.4823,1,935,100,220,60,3,380,60,20,15,0,0,0,11000,140
NK 80-350/328_93060677,93060677,125,90,0,320,330,260,170,0,3,364,415,305,108,0,Clearance Areas,80,200,3,11,F,103.32,140,0,0,22.8,212,243,0,Grey,3.74027,160,96,315,346,606,20,1,2.1168,1264,1085,162,761,0,555,light black,light red,160,0,160,40,11,40,0,1160,22.8,0,-15,0,0,0,380,400,3.28555,http://product-selection.grundfos.com/product-detail.html?productnumber=93060677&custid=GMA,0.8,103.32,103.32,22.8,3.74027,1,935,100,220,60,3,380,60,20,15,0,0,0,11000,140
NK 80-350/297_93060678,93060678,125,90,0,320,330,260,170,0,3,364,415,265,108,0,Clearance Areas,80,200,3,7.5,F,94.23,140,0,0,15.9,212,243,0,Grey,3.5123,160,96,315,346,606,20,1,1.7934,1219,1045,162,721,0,510,light black,light red,160,0,160,40,7.5,40,0,1160,15.9,0,-15,0,0,0,380,400,3.05758,http://product-selection.grundfos.com/product-detail.html?productnumber=93060678&custid=GMA,0.79,94.23,94.23,15.9,3.5123,1,935,100,220,60,3,380,60,20,15,0,0,0,7500,140
NK 80-350/268_93060679,93060679,125,90,0,270,275,210,125,0,3,364,415,225,89,0,Clearance Areas,80,200,3,5.5,F,82.05,140,0,0,12.2,212,243,0,Grey,2.93261,132,96,315,346,559,18,1,1.4406,1109,955,162,631,0,430,light black,light red,115,0,160,40,5.5,40,0,1150,12.2,0,-15,0,0,0,380,400,2.51587,http://product-selection.grundfos.com/product-detail.html?productnumber=93060679&custid=GMA,0.75,82.05,82.05,12.2,2.93261,1,852,100,220,60,3,380,60,20,15,0,0,0,5500,140
NK 80-350/242_93060680,93060680,125,90,0,270,275,210,125,0,3,364,415,225,89,0,Clearance Areas,80,200,3,4,F,73.51,140,0,0,9.18,212,243,0,Grey,2.86261,132,96,315,346,559,18,1,1.1662,1109,955,162,631,0,430,light black,light red,115,0,160,40,4,40,0,1150,9.18,0,-15,0,0,0,380,400,2.44587,http://product-selection.grundfos.com/product-detail.html?productnumber=93060680&custid=GMA,0.74,73.51,73.51,9.18,2.86261,1,852,100,220,60,3,380,60,20,15,0,0,0,4000,140
NK 100-180/172_93060681,93060681,125,72.5,0,395,420,305,220,0,3,460,505,370,133,0,Clearance Areas,100,220,3,37,F,249.67,140,0,0,67.9,140,181,0,Grey,4.3565,200,156,250,336,641,25,1,4.312,1307,1080,164,752,0,670,light black,light red,200,0,125,40,37,40,0,3550,67.9,0,-15,0,0,0,380,345,3.90178,http://product-selection.grundfos.com/product-detail.html?productnumber=93060681&custid=GMA,0.89,249.67,249.67,67.9,4.3565,1,935,125,250,60,3,380,60,20,15,0,0,0,37000,140
NK 100-180/159_93060682,93060682,125,72.5,0,395,420,305,220,0,3,460,505,370,133,0,Clearance Areas,100,220,3,30,F,238.9,140,0,0,55.4,140,181,0,Grey,4.1565,200,156,250,336,641,25,1,3.5476,1307,1080,164,752,0,670,light black,light red,200,0,125,40,30,40,0,3550,55.4,0,-15,0,0,0,380,345,3.70178,http://product-selection.grundfos.com/product-detail.html?productnumber=93060682&custid=GMA,0.89,238.9,238.9,55.4,4.1565,1,935,125,250,60,3,380,60,20,15,0,0,0,30000,140
NK 100-180/146_93060683,93060683,125,72.5,0,349,380,280,170,0,3,417,462,321,121,0,Clearance Areas,100,220,3,22,F,228.31,140,0,0,41,140,181,0,Grey,3.7387,180,136,250,316,596,22,1,2.6166,1230,1005,164,677,0,600,light black,light red,160,0,125,40,22,40,0,3525,41,0,-15,0,0,0,380,345,3.33196,http://product-selection.grundfos.com/product-detail.html?productnumber=93060683&custid=GMA,0.89,228.31,228.31,41,3.7387,1,827,125,250,60,3,380,60,20,15,0,0,0,22000,140
NK 100-180/140_93060684,93060684,125,72.5,0,320,330,260,170,0,3,406,450,305,108,0,Clearance Areas,100,220,3,18.5,F,209.34,140,0,0,34.4,140,181,0,Grey,3.13887,160,96,250,276,536,20,1,2.3912,1179,980,162,656,0,555,light black,light red,160,0,125,40,18.5,40,0,3515,34.4,0,-15,0,0,0,380,345,2.78415,http://product-selection.grundfos.com/product-detail.html?productnumber=93060684&custid=GMA,0.89,209.34,209.34,34.4,3.13887,1,726,125,250,60,3,380,60,20,15,0,0,0,18500,140
NK 100-180/130_93060685,93060685,125,72.5,0,320,330,260,170,0,3,406,450,265,108,0,Clearance Areas,100,220,3,15,F,188.02,140,0,0,28.1,140,181,0,Grey,2.96187,160,96,250,276,536,20,1,1.911,1134,940,162,616,0,510,light black,light red,160,0,125,40,15,40,0,3515,28.1,0,-15,0,0,0,380,345,2.60715,http://product-selection.grundfos.com/product-detail.html?productnumber=93060685&custid=GMA,0.89,188.02,188.02,28.1,2.96187,1,726,125,250,60,3,380,60,20,15,0,0,0,15000,140
NK 100-180/174_93060686,93060686,125,72.5,0,270,275,210,125,0,3,402,446,190,89,0,Clearance Areas,100,220,3,5.5,F,121.51,140,0,0,11,140,181,0,Grey,2.16048,132,96,250,276,489,18,1,1.0682,959,795,162,471,0,390,light black,light red,115,0,125,40,5.5,40,0,1730,11,0,-15,0,0,0,380,345,1.85576,http://product-selection.grundfos.com/product-detail.html?productnumber=93060686&custid=GMA,0.83,121.51,121.51,11,2.16048,1,603,125,250,60,3,380,60,20,15,0,0,0,5500,140
NK 100-180/163_93060687,93060687,125,72.5,0,230,240,188,125,0,3,329,373,248,70,0,Clearance Areas,100,220,3,4,F,121.56,140,0,0,8.3,140,181,0,Grey,1.81744,112,96,250,276,464,15,1,0.9016,954,815,162,491,0,405,light black,light red,115,0,125,40,4,40,0,1730,8.3,0,-15,0,0,0,380,345,1.5407,http://product-selection.grundfos.com/product-detail.html?productnumber=93060687&custid=GMA,0.82,121.56,121.56,8.3,1.81744,1,538,125,250,60,3,380,60,20,15,0,0,0,4000,140
NK 100-180/152_93060688,93060688,125,72.5,0,200,215,170,105,0,3,329,373,233,63,0,Clearance Areas,100,220,3,3,F,106.32,140,0,0,6.2,140,181,0,Grey,1.69747,100,96,250,276,446,14,1,0.7938,919,795,162,471,0,370,light black,light red,105,0,125,40,3,40,0,1740,6.2,0,-15,0,0,0,380,345,1.42073,http://product-selection.grundfos.com/product-detail.html?productnumber=93060688&custid=GMA,0.82,106.32,106.32,6.2,1.69747,1,538,125,250,60,3,380,60,20,15,0,0,0,3000,140
NK 100-180/138_93060689,93060689,125,72.5,0,200,215,170,105,0,3,329,373,233,63,0,Clearance Areas,100,220,3,2.2,F,97.14,140,0,0,4.6,140,181,0,Grey,1.64747,100,96,250,276,446,14,1,0.5684,919,795,162,471,0,370,light black,light red,105,0,125,40,2.2,40,0,1745,4.6,0,-15,0,0,0,380,345,1.37073,http://product-selection.grundfos.com/product-detail.html?productnumber=93060689&custid=GMA,0.81,97.14,97.14,4.6,1.64747,1,538,125,250,60,3,380,60,20,15,0,0,0,2200,140
NK 100-180/130-110_93060690,93060690,125,72.5,0,180,195,165,105,0,3,326,376,210,56,0,Clearance Areas,100,220,3,1.5,F,88.86,140,0,0,3.4,140,181,0,Grey,1.52945,90,79,250,259,424,12,1,0.3626,869,755,162,431,0,330,light black,light red,105,0,125,40,1.5,40,0,1700,3.4,0,-15,0,0,0,380,345,1.30271,http://product-selection.grundfos.com/product-detail.html?productnumber=93060690&custid=GMA,0.77,88.86,88.86,3.4,1.52945,1,447,125,250,60,3,380,60,20,15,0,0,0,1500,140
NK 100-180/174_93060691,93060691,125,72.5,0,200,215,172,105,0,3,329,373,233,63,0,Clearance Areas,100,220,3,1.5,F,81.33,140,0,0,3.53,140,181,0,Grey,1.70747,100,96,250,276,446,14,1,0.4606,919,795,162,471,0,370,light black,light red,105,0,125,40,1.5,40,0,1140,3.53,0,-15,0,0,0,220,345,1.43073,http://product-selection.grundfos.com/product-detail.html?productnumber=93060691&custid=GMA,0.73,81.33,81.33,3.53,1.70747,1,538,125,250,60,3,220,60,20,15,0,0,0,1500,140
NK 100-180/156_93060692,93060692,125,72.5,0,180,195,160,105,0,3,326,376,210,56,0,Clearance Areas,100,220,3,1.1,F,72.81,140,0,0,2.62,140,181,0,Grey,1.57945,90,79,250,259,424,12,1,0.3528,869,755,162,431,0,330,light black,light red,105,0,125,40,1.1,40,0,1120,2.62,0,-15,0,0,0,220,345,1.35271,http://product-selection.grundfos.com/product-detail.html?productnumber=93060692&custid=GMA,0.73,72.81,72.81,2.62,1.57945,1,447,125,250,60,3,220,60,20,15,0,0,0,1100,140
NK 100-180/139_93060693,93060693,125,72.5,0,180,195,160,105,0,3,326,376,180,56,0,Clearance Areas,100,220,3,0.75,F,63.55,140,0,0,1.95,140,181,0,Grey,1.51045,90,79,250,259,424,12,1,0.245,839,725,162,401,0,300,light black,light red,105,0,125,40,0.75,40,0,1120,1.95,0,-15,0,0,0,220,345,1.28371,http://product-selection.grundfos.com/product-detail.html?productnumber=93060693&custid=GMA,0.71,63.55,63.55,1.95,1.51045,1,447,125,250,60,3,220,60,20,15,0,0,0,750,140
NK 100-180/130-122_93060695,93060695,125,72.5,0,163,175,140,100,0,3,326,376,142,50,0,Clearance Areas,100,220,3,0.55,F,62.35,140,0,0,1.42,140,181,0,Grey,1.4303,80,79,250,259,399,10,1,0.1568,789,675,162,351,0,260,light black,light red,100,0,125,40,0.55,40,0,1090,1.42,0,-15,0,0,0,220,345,1.20356,http://product-selection.grundfos.com/product-detail.html?productnumber=93060695&custid=GMA,0.72,62.35,62.35,1.42,1.4303,1,447,125,250,60,3,220,60,20,15,0,0,0,550,140
NK 100-225/212_93060698,93060698,140,90,0,550,546,395,257,0,3,528,622,535,190,0,Clearance Areas,100,220,3,90,F,356.02,140,0,0,156,184,229,0,Grey,9.61149,280,235,280,460,855,35,1,7.1148,1604,1335,166,1003,0,900,light black,light red,227,0,160,40,90,40,0,3575,156,0,-15,0,0,0,380,400,8.85475,http://product-selection.grundfos.com/product-detail.html?productnumber=93060698&custid=GMA,0.92,356.02,356.02,156,9.61149,1,1595,125,250,60,3,380,60,20,15,0,0,0,90000,140
NK 100-225/195_93060699,93060699,140,90,0,550,546,395,257,0,3,528,622,485,190,0,Clearance Areas,100,220,3,75,F,337.49,140,0,0,132,184,229,0,Grey,8.77149,280,235,280,460,855,35,1,5.831,1534,1285,166,953,0,830,light black,light red,227,0,160,40,75,40,0,3575,132,0,-15,0,0,0,380,400,8.01475,http://product-selection.grundfos.com/product-detail.html?productnumber=93060699&custid=GMA,0.92,337.49,337.49,132,8.77149,1,1595,125,250,60,3,380,60,20,15,0,0,0,75000,140
NK 100-225/175_93060710,93060710,140,90,0,490,484,365,265,0,3,576,643,445,168,0,Clearance Areas,100,220,3,55,F,313.04,140,0,0,99.2,184,229,0,Grey,7.29503,250,205,280,430,795,30,1,4.2924,1484,1235,166,903,0,780,light black,light red,235,0,160,40,55,40,0,3560,99.2,0,-15,0,0,0,380,400,6.61829,http://product-selection.grundfos.com/product-detail.html?productnumber=93060710&custid=GMA,0.9,313.04,313.04,99.2,7.29503,1,1419,125,250,60,3,380,60,20,15,0,0,0,55000,140
NK 100-225/163_93060711,93060711,140,90,0,435,445,335,220,0,3,498,543,395,149,0,Clearance Areas,100,220,3,45,F,287.19,140,0,0,81.2,184,229,0,Grey,5.58206,225,136,280,361,696,28,1,3.5966,1374,1145,164,817,0,700,light black,light red,200,0,160,40,45,40,0,3555,81.2,0,-15,0,0,0,380,400,5.02532,http://product-selection.grundfos.com/product-detail.html?productnumber=93060711&custid=GMA,0.9,287.19,287.19,81.2,5.58206,1,1153,125,250,60,3,380,60,20,15,0,0,0,45000,140
NK 100-225/238_93060712,93060712,140,90,0,320,330,260,170,0,3,364,415,305,108,0,Clearance Areas,100,220,3,15,F,185.49,140,0,0,28.5,184,229,0,Grey,3.31623,160,96,280,321,581,20,1,2.1364,1189,995,162,671,0,555,light black,light red,160,0,160,40,15,40,0,1745,28.5,0,-15,0,0,0,380,400,2.94949,http://product-selection.grundfos.com/product-detail.html?productnumber=93060712&custid=GMA,0.86,185.49,185.49,28.5,3.31623,1,748,125,250,60,3,380,60,20,15,0,0,0,15000,140
NK 100-225/210_93060713,93060713,140,90,0,320,330,260,170,0,3,364,415,265,108,0,Clearance Areas,100,220,3,11,F,173.47,140,0,0,21.3,184,229,0,Grey,3.14923,160,96,280,321,581,20,1,1.666,1144,955,162,631,0,510,light black,light red,160,0,160,40,11,40,0,1745,21.3,0,-15,0,0,0,380,400,2.78249,http://product-selection.grundfos.com/product-detail.html?productnumber=93060713&custid=GMA,0.85,173.47,173.47,21.3,3.14923,1,748,125,250,60,3,380,60,20,15,0,0,0,11000,140
NK 100-225/181_93060715,93060715,140,90,0,270,275,213,125,0,3,364,415,225,89,0,Clearance Areas,100,220,3,7.5,F,155.4,140,0,0,14.8,184,229,0,Grey,2.58801,132,96,280,321,534,18,1,1.127,1034,865,162,541,0,430,light black,light red,115,0,160,40,7.5,40,0,1750,14.8,0,-15,0,0,0,380,400,2.24127,http://product-selection.grundfos.com/product-detail.html?productnumber=93060715&custid=GMA,0.84,155.4,155.4,14.8,2.58801,1,688,125,250,60,3,380,60,20,15,0,0,0,7500,140
NK 100-225/161_93060716,93060716,140,90,0,270,275,210,125,0,3,364,415,190,89,0,Clearance Areas,100,220,3,5.5,F,138.78,140,0,0,11,184,229,0,Grey,2.52501,132,96,280,321,534,18,1,0.8624,994,830,162,506,0,390,light black,light red,115,0,160,40,5.5,40,0,1730,11,0,-15,0,0,0,380,400,2.17827,http://product-selection.grundfos.com/product-detail.html?productnumber=93060716&custid=GMA,0.83,138.78,138.78,11,2.52501,1,688,125,250,60,3,380,60,20,15,0,0,0,5500,140
NK 100-225/238_93060717,93060717,140,90,0,270,275,210,125,0,3,364,415,225,89,0,Clearance Areas,100,220,3,4,F,120.67,140,0,0,9.18,184,229,0,Grey,2.54801,132,96,280,321,534,18,1,0.9408,1034,865,162,541,0,430,light black,light red,115,0,160,40,4,40,0,1150,9.18,0,-15,0,0,0,380,400,2.20127,http://product-selection.grundfos.com/product-detail.html?productnumber=93060717&custid=GMA,0.74,120.67,120.67,9.18,2.54801,1,688,125,250,60,3,380,60,20,15,0,0,0,4000,140
NK 100-225/210_93060719,93060719,140,90,0,270,275,210,125,0,3,364,415,190,89,0,Clearance Areas,100,220,3,3,F,112.14,140,0,0,6.88,184,229,0,Grey,2.43501,132,96,280,321,534,18,1,0.7252,994,830,162,506,0,390,light black,light red,115,0,160,40,3,40,0,1150,6.88,0,-15,0,0,0,220,400,2.08827,http://product-selection.grundfos.com/product-detail.html?productnumber=93060719&custid=GMA,0.74,112.14,112.14,6.88,2.43501,1,688,125,250,60,3,220,60,20,15,0,0,0,3000,140
NK 100-225/180_93060720,93060720,140,90,0,230,240,190,125,0,3,364,415,180,70,0,Clearance Areas,100,220,3,2.2,F,105.52,140,0,0,5.05,184,229,0,Grey,2.18895,112,96,280,321,509,15,1,0.4508,919,785,162,461,0,335,light black,light red,115,0,160,40,2.2,40,0,1125,5.05,0,-15,0,0,0,220,400,1.90221,http://product-selection.grundfos.com/product-detail.html?productnumber=93060720&custid=GMA,0.74,105.52,105.52,5.05,2.18895,1,572,125,250,60,3,220,60,20,15,0,0,0,2200,140
NK 100-225/158_93060721,93060721,140,90,0,200,215,172,105,0,3,364,415,233,63,0,Clearance Areas,100,220,3,1.5,F,86.55,140,0,0,3.53,184,229,0,Grey,2.15198,100,96,280,321,491,14,1,0.3626,954,835,162,511,0,370,light black,light red,105,0,160,40,1.5,40,0,1140,3.53,0,-15,0,0,0,220,400,1.80524,http://product-selection.grundfos.com/product-detail.html?productnumber=93060721&custid=GMA,0.73,86.55,86.55,3.53,2.15198,1,688,125,250,60,3,220,60,20,15,0,0,0,1500,140
NK 100-280/256_93060722,93060722,140,90,0,349,380,280,170,0,3,457,502,359,121,0,Clearance Areas,100,220,3,22,F,179.51,140,0,0,41.5,187,228,0,Grey,4.44171,180,136,315,361,641,22,1,3.0576,1359,1140,164,812,0,635,light black,light red,160,0,160,40,22,40,0,1760,41.5,0,-15,0,0,0,380,400,3.91497,http://product-selection.grundfos.com/product-detail.html?productnumber=93060722&custid=GMA,0.86,179.51,179.51,41.5,4.44171,1,1093,125,250,60,3,380,60,20,15,0,0,0,22000,140
NK 100-280/238_93060724,93060724,140,90,0,349,380,280,170,0,3,457,502,321,121,0,Clearance Areas,100,220,3,18.5,F,170.17,140,0,0,34.9,187,228,0,Grey,4.15069,180,136,315,361,641,22,1,2.744,1324,1105,164,777,0,600,light black,light red,160,0,160,40,18.5,40,0,1760,34.9,0,-15,0,0,0,380,400,3.69597,http://product-selection.grundfos.com/product-detail.html?productnumber=93060724&custid=GMA,0.86,170.17,170.17,34.9,4.15069,1,935,125,250,60,3,380,60,20,15,0,0,0,18500,140
NK 100-280/222_93060725,93060725,140,90,0,320,330,260,170,0,3,364,415,305,108,0,Clearance Areas,100,220,3,15,F,160.69,140,0,0,28.5,187,228,0,Grey,3.55307,160,96,315,321,581,20,1,2.254,1279,1085,162,761,0,555,light black,light red,160,0,160,40,15,40,0,1745,28.5,0,-15,0,0,0,380,400,3.09835,http://product-selection.grundfos.com/product-detail.html?productnumber=93060725&custid=GMA,0.86,160.69,160.69,28.5,3.55307,1,935,125,250,60,3,380,60,20,15,0,0,0,15000,140
NK 100-280/204_93060727,93060727,140,90,0,320,330,260,170,0,3,364,415,265,108,0,Clearance Areas,100,220,3,11,F,145.79,140,0,0,21.3,187,228,0,Grey,3.33809,160,96,315,321,581,20,1,1.8326,1234,1045,162,721,0,510,light black,light red,160,0,160,40,11,40,0,1745,21.3,0,-15,0,0,0,380,400,2.93135,http://product-selection.grundfos.com/product-detail.html?productnumber=93060727&custid=GMA,0.85,145.79,145.79,21.3,3.33809,1,827,125,250,60,3,380,60,20,15,0,0,0,11000,140
NK 100-280/256_93060728,93060728,140,90,0,320,330,260,170,0,3,364,415,265,108,0,Clearance Areas,100,220,3,7.5,F,120.37,140,0,0,15.9,187,228,0,Grey,3.36809,160,96,315,321,581,20,1,1.3426,1234,1045,162,721,0,510,light black,light red,160,0,160,40,7.5,40,0,1160,15.9,0,-15,0,0,0,380,400,2.96135,http://product-selection.grundfos.com/product-detail.html?productnumber=93060728&custid=GMA,0.79,120.37,120.37,15.9,3.36809,1,827,125,250,60,3,380,60,20,15,0,0,0,7500,140
NK 100-280/236_93060729,93060729,140,90,0,270,275,210,125,0,3,364,415,225,89,0,Clearance Areas,100,220,3,5.5,F,111.15,140,0,0,12.2,187,228,0,Grey,2.78638,132,96,315,321,534,18,1,1.1466,1124,955,162,631,0,430,light black,light red,115,0,160,40,5.5,40,0,1150,12.2,0,-15,0,0,0,380,400,2.41964,http://product-selection.grundfos.com/product-detail.html?productnumber=93060729&custid=GMA,0.75,111.15,111.15,12.2,2.78638,1,748,125,250,60,3,380,60,20,15,0,0,0,5500,140
NK 100-280/217_93060730,93060730,140,90,0,270,275,210,125,0,3,364,415,225,89,0,Clearance Areas,100,220,3,4,F,109.42,140,0,0,9.18,187,228,0,Grey,2.71638,132,96,315,321,534,18,1,0.9016,1124,955,162,631,0,430,light black,light red,115,0,160,40,4,40,0,1150,9.18,0,-15,0,0,0,380,400,2.34964,http://product-selection.grundfos.com/product-detail.html?productnumber=93060730&custid=GMA,0.74,109.42,109.42,9.18,2.71638,1,748,125,250,60,3,380,60,20,15,0,0,0,4000,140
NK 100-280/200_93060731,93060731,140,90,0,270,275,210,125,0,3,364,415,190,89,0,Clearance Areas,100,220,3,3,F,92.95,140,0,0,6.88,187,228,0,Grey,2.60338,132,96,315,321,534,18,1,0.7644,1084,920,162,596,0,390,light black,light red,115,0,160,40,3,40,0,1150,6.88,0,-15,0,0,0,220,400,2.23664,http://product-selection.grundfos.com/product-detail.html?productnumber=93060731&custid=GMA,0.74,92.95,92.95,6.88,2.60338,1,748,125,250,60,3,220,60,20,15,0,0,0,3000,140
